,sentence,label
724,and it's extension 1 0 5 9,assertive
725,and it was,assertive
726,and the expiry date,interrogative
727,and and it's the same no matter if if we changed to United,interrogative
728,and this is,assertive
729,Preston to Rugby,assertive
730,the issue is that uh the client's asking us to travel on our own time on weekends,assertive
731,couple right around that time period,assertive
732,so that's the problem,assertive
733,that is a DC 10 correct,assertive
734,so he should he should be leaving here at 6 o'clock then it seems like,assertive
735,and that is a 10:30 a m departure,assertive
736,"Close the door, please!",imperative
737,it's a little less than an hour,assertive
738,just bear with me,assertive
739,he just thinks that Baltimore is the most efficient route to get to JFK from Phoenix,assertive
740,we're basically,assertive
741,that flight is operated by United Express Air Wisconsin,assertive
742,arriving at 15:29,assertive
743,now it's called Virgin Value Business,assertive
744,you have to have at least a 7 day advance purchase  for the 98,assertive
745,i'm looking on a Thursday,assertive
746,then let me give you the round trip fare for that,assertive
747,i he wants  this changed also,assertive
748,the latest the earli... i could leave Saturday night,assertive
749,i don't have the complete history in front of me,assertive
750,out of San Francisco,interrogative
751,it's building A is where they pick up,assertive
752,there's a  flight,assertive
753,you don't want to book at all,interrogative
754,there are other,assertive
755,are they in the train stations,interrogative
756,Don't let your mom know.,imperative
757,and returning on what date,interrogative
758,what i could do is s... sell it as a book direct segment,assertive
759,you do have a fl... a flight through SF that's leaving at 4:20 you said,interrogative
760,it i... i... i could leave to to uh JFK on Saturday night,assertive
761,let's go out together,imperative
762,i can't do that,assertive
763,your initial,interrogative
764,the cheapest fare is the Virgin Value Single at 7 pounds,assertive
765,put that down now!,imperative
766,and that's all that's available,interrogative
767,Shop without me.,imperative
768,i don't want to run out of time,assertive
769,this adds a fare that isn't in my system,assertive
770,i... it's a through train,assertive
771,that's United 8 1 9 on the 29th of June,assertive
772,i found out um restrictions also,assertive
773,this is something out of the ordinary now,assertive
774,i know that they said it's a real problem for themselves even their own agents trying to do their own seat assignments,assertive
775,can we just confirm the time,interrogative
776,i see you flying on Pa... uh on Pan Am,assertive
777,so we're not going to make a resevation,interrogative
778,and what's the name of the last the last name of the passenger,interrogative
779,i i suspect that uh i suspect the uh 5 o'clock is ok,assertive
780,and the issue number,interrogative
781,can you repeat your number again please,interrogative
782,why don't we do that,interrogative
783,there is delivery over to WWW,assertive
784,arriving Tahoe at 9:35 a m with a stop in San Jose,assertive
785,sounds pretty good,assertive
786,Power the world.,imperative
787,on the 8th October,assertive
788,and it's 6:15 a m,interrogative
789,i need to go to Southbend Indiana,assertive
790,it's the 10:45,assertive
791,what does he need to do,interrogative
792,the 30 pounds each  is the cheapest fare for travelling tomorrow,assertive
793,next week before Thursday for sure,assertive
794,let's assume a departure around 1:30 or 2 o'clock,assertive
795,or is someone else going to be ticketing it,interrogative
796,arrival San Fran at 10:25,interrogative
797,what i'm going to do is arrange for you to collect your ticket on the day of travel,imperative
798,Varig airlines at 9:50 a m,assertive
799,the only thing i could get would be like an aisle in smoking,assertive
800,in the morning,assertive
801,you arrive in Wilmslow for 21:18,assertive
802,the 17th,assertive
803,and is it standard class,interrogative
804,and that's going to be the Virgin Value Single at 7 pounds,assertive
805,and does anyone have a railcard,interrogative
806,it says ticket may be issued on or after,assertive
807,it's a full refund less 5 pounds if you have to cancel this ticket,assertive
808,and what is your seating preference,interrogative
809,but if he wants to go with the lowest no-penalty coach,assertive
810,the the number,assertive
811,there's an Alaska Air flight at 10:15,assertive
812,would he be continuing on or returning home,interrogative
813,it's 7 3 4 2,assertive
814,what i really need to do is check with my wife to see if she can pick me up,assertive
815,30 pound each,assertive
816,and the fare is 234 dollars and 64 cents,assertive
817,i'll go ahead and run them generally,imperative
818,Change the dirty diapers,imperative
819,that would get in at just about midnight,assertive
820,"give me your full name, please",imperative
821,you're looking for uh Saudi Arabian a... Airlines,imperative
822,i thought Monday was the 20th,assertive
823,could you give me the flight number on that then,interrogative
824,that would be United flight 2 9 7 4,assertive
825,then i'll put them in 30 C and 30 or er 30 D,imperative
826,and and then we will go ahead and book for the American Airlines,assertive
827,departing from San Francisco,assertive
828,and um i've i've made a couple of bookings um with Holiday Inn on the on the on the free phone line,assertive
829,i think tha... this is enough for him to consider  for the time being,assertive
830,it's non-stop from San Francisco to Tokyo,assertive
831,Paint a big wide smile.,imperative
832,i need his employee number please,assertive
833,he would like to be on United flight 1 1 1 7,assertive
834,you're confirmed on that one,assertive
835,that would qualify him as long as he purchased the tickets 14 days prior to that departure date,assertive
836,if your sister calls you back and says that she doesn't want it,assertive
837,and do you have any seat preference,interrogative
838,then i can just,assertive
839,Be careful about what you say.,imperative
840,or it was maybe like 11 30 or something,assertive
841,the 5th of September,interrogative
842,he needs the cheapest rate possible on this one,assertive
843,Physical Sciences Business Office at uh WWW,assertive
844,do not turn left on red,imperative
845,that's not a good new,assertive
846,This is mandatory.,imperative
847,you kn... after sort of like 4 o'clockish or something,assertive
848,Please grill the sandwich.,imperative
849,there's only two direct or non-stop flights from San Diego to Ontario,assertive
850,is it you're returning,interrogative
851,i think he really is pretty close,assertive
852,it's Wednesday the 28th of October,assertive
853,Please check the oven in five minutes.,imperative
854,the one for day time is 9 9 1,assertive
855,and i want to take whatever red eye or any other flight that i have to take to get there in time to make that transfer,imperative
856,Do not eat in class.,imperative
857,from Seattle,assertive
858,calling somebody down there to get a forty percent off a a domestic round trip coach fare,assertive
859,on what date,interrogative
860,we need the full credit card details address,assertive
861,so all all of the fares are real restrictive now today,assertive
