,sentence,label
871,because you're you're gonna still arrive Monday at 1 2 in the afternoon,assertive
872,so you'd be flying 6 extra hours,assertive
873,i i i won't do that of course,assertive
874,you won...,assertive
875,they don't have morning service that will get you there any earlier,assertive
876,and they don't offer night service from the west coast to Tokyo,assertive
877,but the east coast does have night service,interrogative
878,but you're flying back across the US to go to Tokyo,assertive
880,but i could do other business  there,assertive
881,but you're still getting  in at two in the mo... or two in the afternoon on Monday,assertive
882,you're not saving,assertive
883,i guess i don't don't need,assertive
884,there's  nothing arriving in Tokyo uh uh in the,assertive
885,you mean two in the afternoon i would arrive,interrogative
886,2 o'clock is the earliest,assertive
887,1:55,assertive
888,that's in the afternoon,imperative
889,on Monday,assertive
890,and that's it huh,interrogative
891,so in order to get in there on Friday afternoon at 2 o'clock,assertive
892,i leave here,interrogative
893,you'd leave here Thursday,assertive
894,Thursday is what time,interrogative
895,in the,assertive
896,let me get the schedules for Thursday,assertive
897,when would be the e... the earliest flight arriving on uh for Friday so,interrogative
898,the earliest if it's available would be the Japan Airlines,assertive
899,you want to do San Francisco,assertive
900,let me check their schedules here,assertive
901,i'm trying to find out which arrival is the earliest,imperative
902,because non-stop,assertive
903,they have connections that get you in at 1:55,assertive
904,but as far as non-stop service looks like 12:45 arriving 3:25 is going to be the earliest on a Thursday,assertive
905,you could conceivably get in earlier,assertive
906,if you wanted to uh leave San Francisco at 7 a m,assertive
907,arrive Los Angeles 8:12,assertive
908,and then take a Japan Airlines from Los Angeles at 10 a m,assertive
909,arriving 1:20 on Thursday,assertive
910,so that sounds like a route that i would that i would be interested in,assertive
911,can we make a reservation on that one now,interrogative
912,which what is the departure date that you're referring to,interrogative
913,i have to be there for the July 4th weekend,assertive
914,it's the last week of June,assertive
915,last Thursday of June,assertive
916,how about the 28th,interrogative
917,flying out on the 28th,interrogative
918,the 28th is a Wednesday,assertive
919,but you,assertive
920,have you said you have to arrive on a Thursday,interrogative
921,i have to arrive on a Friday,assertive
922,i have to arrive Friday,assertive
923,this would arrive  would bring me in Friday at 1 o'clock,interrogative
924,the routing that you suggested to Los Angeles,interrogative
925,cos that was on a Wednesday,assertive
926,i'm looking on a Thursday,assertive
927,is this going to be business class,interrogative
928,is this a business trip,interrogative
929,it's a business trip,assertive
930,coach business and first,interrogative
931,coach business and first,assertive
932,WWW policy allows you to fly business on anything over 6 hours,assertive
933,so you could fly business Los Angeles Tokyo,assertive
934,on Thursday to arrive on Friday,assertive
935,cos the schedules to Los Angeles Japan Airlines doesn't service a service on Thursday,assertive
936,so it would be a Korean Airline 11 a m arriving 2:10 on Friday,assertive
937,but then you... you're probably just as easy to take,assertive
938,it's up to you,assertive
939,a non-stop out of San Francisco departs at 12 and gets in only about 30 minutes later than that,assertive
940,connection through Los Angeles,assertive
941,there's there's a United,assertive
942,it looks like,assertive
943,flying direct from here,assertive
944,if i leave on Thursday,assertive
945,i could do about 3 o'clock in the afternoon into Tokyo,assertive
946,there's a 12 noon arrives 2:45,assertive
947,it's non-stop from San Francisco to Tokyo,assertive
948,cos there aren't that many seats on that,assertive
949,and what's your last name,interrogative
950,C,assertive
953,i i uh i just want to make the reservation to make sure i have a spot,assertive
954,and the travel advance,imperative
955,we don't have yet either,assertive
956,is that correct,interrogative
957,i  i might very well call you back in a few days and change it  to make it earlier,assertive
958,presently let me tell you what we're holding,assertive
959,that's United 8 1 9 on the 29th of June,assertive
960,departing San Francisco 12 noon,assertive
961,and arriving Tokyo at 2:45e p m on Friday the 30th,assertive
962,and that is a non-stop flight,assertive
963,and what is your seating preference,interrogative
964,and then you're gonna call back with the rest of the itinerary on this,interrogative
965,anything else,interrogative
970,this is B over in Dr C's office,assertive
971,and we need to get an estimate on how much uh for a round trip ticket to Little Rock Arkansas  leaving from San Jose,interrogative
972,is there any particular date that you're looking for,interrogative
973,he would like to leave um possibly the afternoon of the 28th of October,assertive
974,basic fare quote um prices can range anywhere from a full coach fare of what 1070 round trip   all the way down to a non-refundable price of 358 dollars,assertive
975,it all depends on what's available at the time of his booking and if he's going to be staying over a Saturday night and if he's going to purchase the tickets at least 14 days prior to his departure and willing to take a penalty fare,assertive
976,he will be leaving uh returning actually on the the Thursday after,assertive
977,let me take a look here,assertive
979,so he would be staying over a Saturday night,assertive
980,if he's leaving on the 28th,assertive
981,that is a Saturday,assertive
982,that would qualify him as long as he purchased the tickets 14 days prior to that departure date,assertive
983,so he would have to um have reservations made and ticketed by the 13th of uh October,assertive
984,again this is provided that the flights are available,assertive
985,when he calls to make the reservation,assertive
986,we can get him on a non-refundable fare for you know a fairly good price compared to 1070,assertive
987,1070 is completely non-penalty,assertive
988,and that is the lowest no-penalty available in that market,assertive
990,it's non-penalty,assertive
991,and the non-refundable is uh 14 days prior to departure and provided that the flights are available,assertive
992,available,assertive
993,and it's um,assertive
994,that can be as low as um 358 and also 318,assertive
995,there's one,assertive
996,it depends on what you know day of the week we're looking at,assertive
997,if he's gonna travel on a Saturday,assertive
